scenario_id,disruption_type,severity,disrupted_port_id,disrupted_port,manufacturer_id,manufacturer,product_id,product,route,warehouse_id,warehouse,market_id,market,impact_score,delay_days
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.213,9.58
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2131,9.59
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2131,9.59
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2202,9.91
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.213,9.58
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2131,9.59
38,PORT_STRIKE,0.56,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2131,9.59
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3715,16.72
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3622,16.3
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3624,16.31
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3624,16.31
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3715,16.72
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3622,16.3
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3624,16.31
39,PORT_CLOSURE,0.91,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3624,16.31
40,SEVERE_WEATHER,0.46,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2411,10.85
40,SEVERE_WEATHER,0.46,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.247,11.12
40,SEVERE_WEATHER,0.46,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2472,11.12
40,SEVERE_WEATHER,0.46,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2472,11.12
40,SEVERE_WEATHER,0.46,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.1581,7.11
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3288,14.8
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3209,14.44
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3211,14.45
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3211,14.45
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3288,14.8
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3209,14.44
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3211,14.45
41,INFRASTRUCTURE_FAILURE,0.98,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3211,14.45
42,SEVERE_WEATHER,0.55,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2605,11.72
42,SEVERE_WEATHER,0.55,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2664,11.99
42,SEVERE_WEATHER,0.55,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2666,12.0
42,SEVERE_WEATHER,0.55,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2666,12.0
42,SEVERE_WEATHER,0.55,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.1775,7.99
43,SEVERE_WEATHER,0.53,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2562,11.53
43,SEVERE_WEATHER,0.53,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2621,11.79
43,SEVERE_WEATHER,0.53,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2623,11.8
43,SEVERE_WEATHER,0.53,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2623,11.8
43,SEVERE_WEATHER,0.53,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.1732,7.79
44,SEVERE_WEATHER,0.97,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.3511,15.8
44,SEVERE_WEATHER,0.97,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.357,16.06
44,SEVERE_WEATHER,0.97,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.3571,16.07
44,SEVERE_WEATHER,0.97,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.3571,16.07
44,SEVERE_WEATHER,0.97,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2681,12.06
45,PORT_STRIKE,0.58,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2322,10.45
45,PORT_STRIKE,0.58,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2373,10.68
45,PORT_STRIKE,0.58,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2374,10.68
45,PORT_STRIKE,0.58,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2374,10.68
45,PORT_STRIKE,0.58,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.16,7.2
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2914,13.11
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2843,12.79
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2844,12.8
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2844,12.8
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2914,13.11
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2843,12.79
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2844,12.8
46,PORT_STRIKE,0.94,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2844,12.8
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2652,11.93
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.258,11.61
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2581,11.61
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2581,11.61
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2652,11.93
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.258,11.61
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2581,11.61
47,PORT_STRIKE,0.8,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2581,11.61
48,PORT_STRIKE,0.6,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2359,10.62
48,PORT_STRIKE,0.6,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2411,10.85
48,PORT_STRIKE,0.6,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2412,10.85
48,PORT_STRIKE,0.6,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2412,10.85
48,PORT_STRIKE,0.6,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.1638,7.37
49,INFRASTRUCTURE_FAILURE,0.53,PORT003,Rotterdam Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2451,11.03
49,INFRASTRUCTURE_FAILURE,0.53,PORT003,Rotterdam Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2507,11.28
49,INFRASTRUCTURE_FAILURE,0.53,PORT003,Rotterdam Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2509,11.29
49,INFRASTRUCTURE_FAILURE,0.53,PORT003,Rotterdam Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.2509,11.29
49,INFRASTRUCTURE_FAILURE,0.53,PORT003,Rotterdam Port,MAN003,Infineon Technologies,PROD003,Automotive Chip,Hamburg-Rotterdam Route,WH001,Amsterdam Distribution Center,MARKET001,European Consumer Market,0.1657,7.46
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2298,10.34
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2219,9.99
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2221,9.99
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2221,9.99
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2298,10.34
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2219,9.99
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2221,9.99
50,INFRASTRUCTURE_FAILURE,0.5,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2221,9.99
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3027,13.62
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2955,13.3
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2956,13.3
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2956,13.3
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3027,13.62
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2955,13.3
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2956,13.3
51,PORT_STRIKE,1.0,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2956,13.3
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2746,12.36
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2674,12.03
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2675,12.04
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2675,12.04
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2746,12.36
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2674,12.03
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2675,12.04
52,PORT_STRIKE,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2675,12.04
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3252,14.63
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3159,14.22
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3161,14.22
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3161,14.22
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3252,14.63
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3159,14.22
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3161,14.22
53,PORT_CLOSURE,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3161,14.22
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3157,14.21
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3075,13.84
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3076,13.84
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3076,13.84
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3157,14.21
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3075,13.84
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3076,13.84
54,SEVERE_WEATHER,0.85,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.3076,13.84
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2877,12.95
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2795,12.58
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2796,12.58
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.2796,12.58
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2877,12.95
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2795,12.58
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2796,12.58
55,SEVERE_WEATHER,0.72,PORT005,Los Angeles Port,MAN004,Foxconn,PROD005,Laptop,Shanghai-Los Angeles Route,WH004,Los Angeles Distribution Center,MARKET002,North American Consumer Market,0.2796,12.58
56,PORT_CLOSURE,0.82,PORT005,Los Angeles Port,MAN001,TSMC,PROD001,Advanced Semiconductor,Taipei-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3496,15.73
56,PORT_CLOSURE,0.82,PORT005,Los Angeles Port,MAN002,Samsung Electronics,PROD002,Memory Chip,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3403,15.31
56,PORT_CLOSURE,0.82,PORT005,Los Angeles Port,MAN004,Foxconn,PROD004,Smartphone,Shanghai-Los Angeles Route,WH002,Chicago Distribution Center,MARKET002,North American Consumer Market,0.3404,15.32
